Kode;Kodetekst 
B73;Alle typer leukemileukemi, uspesifisert
B73;adult T-celleleukemi/lymfom
B74;Ondartet svulst i blod/lymfesystemet IKA
B74;Immunoproliferativ sykdom
B74;Kaposis sarkom lymfeknuter
B74;Metastase lymfeknute
B74;Metastase lymfeknuter flere
B74;Myelomatose
B74;Myelomer multiple
B74;Ondartet svulst blodsystemet IKA
B74;Ondartet svulst lymfesystemet IKA
B74;Ondartet svulst tymus
B74;Waldenströms makroglobulinemi
B74;Immunoproliferative sykdommer
B75;Godartet/uspesifisert svulst i blod/lymfesystemet
B75;Godartet svulst lymfeknute
B75;Godartet svulst tymus
B75;Mastcellesvulst INA
B75;Monoklonal gammopati
B75;Myelofibrose
B75;Myeloproliferativ sykdom
B75;Polycythaemia vera
B75;Essensiell trombocytemi
B75;Uspesifisert svulst lymfesystem INA
B75;Godartet svulst blod
B75;Svulst ikke spesifisert som godartet eller ondartet når prøve ikke er tilgjengelig
B76;Miltruptur traumatisk
B76;Skade milt
B77;Skade i blod/lymfesystemet IKA
B78;Arvelig hemolytisk anemi
B78;Medfødt feil hemolytisk anemi
B78;Sfærocytose arvelig
B78;Sigdcelleanemi
B78;Talassemi
B78;Sfærocytose
B78;Sigdcelleanlegg
B79;Medfødt feil i blod/lymfesystemet IKA
B79;Aplastisk anemi genetisk
B79;Medfødt feil blod IKA
B79;Medfødt feil lymfesystemet
B79;Medfødt feil milt
B79;Sideroblastanemi
B79;Medfødte anemier
B79;aspleni
B79;medfødt aspleni
B80;Jernmangelanemi
B80;Anemi pga blodtap
B80;Anemi postpartum
B80;Hypokrom anemi
B80;Jernmangelanemi ved kronisk blodtap
B80;Sideropen dysfagi
B80;Anemi på grunn av blodtap
B81;Anemi ved vitamin B12-/folsyremangel
B81;Anemi B12 vitaminmangel INA
B81;Anemi etter gastrektomi
B81;Anemi folsyremangel
B81;Folsyremangel legemiddelutløst
B81;Makrocyttær anemi
B81;Pernisiøs anemi
B81;folinsyremangel
B82;Anemi IKA
B82;Anemi aplastisk INA
B82;Anemi enzymforstyrrelse
B82;Anemi ervervet hemolytisk
B82;Anemi etter akutt blodtap
B82;Anemi hemolytisk toksisk
B82;Anemi uspesifisert
B82;Blødningsanemi akutt
B82;HUS (hemolytisk-uremisk syndrom)
B82;Hypoplasi benmarg
B82;Idiopatisk aplastisk anemi
B82;Mangelanemi IKA INA
B82;Myelodysplastisk syndrom
B82;PNH (paroksysmal nokturnal hemoglobulinuri)
B82;Proteinmangelanemi
B82;Sideroblastanemi INA
B82;Sideroblastanemi sekundær sykdom
B82;Aplastisk anemi
B82;Autoimmune sykdommer
B82;Ervervet hemolytisk anemi
B82;Megaloblastanemi
B82;Uspesifisert anemi
B83;Purpura/koagulasjonsdefekt
B83;Allergisk purpura
B83;Blodplatedefekt
B83;Blødersykdom
B83;Blødningstendens IKA INA
B83;Blødningstendens ved antikoagulans
B83;DIC (disseminated intravasal coagulation)
B83;Disseminert intravaskulær koagulasjon
B83;Hemofili A
B83;Hemofili B
B83;Hemofili INA
B83;Henoch-Schönleins purpura
B83;Idiopatisk trombocytopenisk purpura
B83;ITP (idiopatisk trombocytopenisk purpura)
B83;Koagulasjonsdefekt IKA INA
B83;Koagulasjonsfaktor IX defekt
B83;Koagulasjonsfaktor VIII defekt
B83;Purpura INA
B83;Trombocytopeni INA
B83;Trombocytopeni primær IKA
B83;Trombocytopeni sekundær
B83;Von Willebrands sykdom
B83;Hemofili
B83;Trombocytopeni
B84;Unormale hvite blodceller
B84;Agranulocytose
B84;CGD (chronic granulomatous disease)
B84;Eosinofili allergisk
B84;Eosinofili arvelig
B84;Granulomatose progressiv septisk
B84;Leukocytopeni
B84;Leukocytose
B84;Leukocytter anomali genetisk
B84;Leukocyttmangel
B84;Leukopeni
B84;Lymfocytose (symptomatisk)
B84;Lymfopeni
B84;Monocytose (symptomatisk)
B84;Nøytropeni
B84;Unormale hvite blodceller IKA
B84;Uforklart agranulocytose
B84;Uforklart eosinofili
B84;Uforklart leukocytose
B84;Uforklart lymfocytose
B84;Uforklart neutropeni
B84;Vedvarende eller uforklart nøytrofili
B87;Forstørret milt
B87;Hepatosplenomegali
B87;Splenomegali
B90;Hiv-sykdom/aids
B90;Aids (ervervet immunsviktsykdom) INA
B90;Aids-relatert kompleks/ARC
B90;Hiv-infeksjon
B90;Hiv-positiv INA
B90;Hiv-prøve positiv
B90;Hiv-sykdom
B99;Blod/lymfe/milt sykdom IKA
B99;Blodsykdom IKA INA
B99;Forhøyet SR
B99;Hypergammaglobulinemi
B99;Hypersplenisme
B99;Hyposplenisme
B99;Immunsvikt INA
B99;Immunsykdom INA
B99;Infarkt milt
B99;Kryoglobulinemi
B99;Lymfangitt
B99;Lymfesystem sykdom INA
B99;Methemoglobinemi
B99;Miltsykdom IKA INA
B99;Polycytemi sekundær
B99;Sarkoidose
B99;SCIS (severe combined immunodeficiency)
B99;Splenomegali kongestiv
B99;Unormale røde blodceller
B99;Økt CRP
B99;Økt senkningsreaksjon
B99;Immundefekt
B99;Røde celler unormale IKA
B99;Sekundær polycytemi
D01;Abdominalsmerte/krampe generell
D01;Abdomen symptomer/plager INA
D01;Abdominal ømhet
D01;Abdominalsmerte INA
D01;Akutt abdomen
D01;Kolikksmerter
D01;Magesmerter akutt
D01;Magesmerter uspesifikke
D01;Smerte abdomen uspesifikk
D01;Spedbarnskolikk
D01;Tremånederskolikk
D01;Abdominal kolikksmerter
D01;Abdominal krampe/ubehag/smerter IKA
D02;Abdominalsmerte epigastriet
D02;Epigastriet smerte
D02;Epigastriet symptomer/plager
D02;Magesmerter epigastriet
D02;Metthetsfølelse
D02;Smerte relatert til magesekk
D02;Ubehag i epigastriet
D03;Halsbrann
D03;Kardialgi
D03;Sure oppstøt
D03;Syreoverskudd
D04;Endetarmssmerte
D04;Analsmerte
D04;Analspasme
D04;Bekkenbunnssmerte
D04;Perineumsmerte
D04;Proctalgia fugax
D04;Rektalsmerte
D04;Smerte avføring
D04;Smerte endetarm
D05;Perianal kløe
D05;Analkløe
D05;Anogenital kløe INA
D05;Kløe rundt endetarmen
D05;Pruritus ani
D05;Perianal pruritus
D05;Uspesifisert anognital kløe
D06;Abdominalsmerte lokalisert IKA
D06;Abdominalsmerte bekkenet
D06;Abdominalsmerte flanke
D06;Abdominalsmerte fossa iliaca
D06;Abdominalsmerte hypokondrium
D06;Kolonsmerte
D06;Magesmerter bekkenet
D06;Magesmerter flanke
D06;Magesmerter fossa iliaca
D06;Magesmerter hypokondrium
D06;Smerte abdomen lokalisert IKA
D07;Dyspepsi/fordøyelsesbesvær
D08;Flatulens/oppblåsthet/raping
D08;Flatulens
D08;Luftplager fordøyelsessystem
D08;Luftsmerter
D08;Luftsvelging
D08;Meteorisme
D08;Oppblåsthet
D08;Raping
D09;Kvalme
D09;Uvel i magen
D10;Oppkast/brekninger
D10;Brekninger IKA
D10;Oppkast IKA
D10;Oppkast/brekninger psykogen
D10;Spysyke
D10;Vomitus
D10;Brekninger
D10;Emesis
D10;Hyperemesis
D11;Diaré
D11;Avføring hyppig/løs
D11;Avføring vandig
D11;Diaré funksjonell
D11;Gastroenteritt ikke-infeksiøs INA
D11;Kolitt ikke-infeksiøs INA
D11;Løs mage
D11;Hyppige løse avføringer
D11;Vandig avføring
D12;Forstoppelse
D12;Avføring fastkilt/forstenet
D12;Enterolitt
D12;Obstipasjon
D12;Treg mage
D12;Fastkilt eller forstenet avføring
D13;Gulsott
D13;Ikterus
D13;Icterus
D14;Oppkast med blod/hematemese
D14;Brekninger med blod
D14;Hematemese
D15;Melena
D15;Avføring svart/tjærefarget
D15;Blødning gastrointestinal melena
D15;Svart/tjærefarget avføring
D16;Rektalblødning
D16;Avføring med friskt blod
D16;Blødning anal/rektal
D16;Blødning endetarm
D16;Friskt blod i avføring
D17;Inkontinens avføring
D17;Avføring ufrivillig
D17;Ufrivillig tarmtømming
D18;Endring i avføring/avføringsvane
D18;Avføring klumpet
D18;Avføring skiftende hard/løs
D18;Avføring slimet
D18;Avføring unormal farge
D18;Avføringsvane endret
D19;Tenner/tannkjøtt symptomer/plager
D19;Gebiss/tannprotese problemer
D19;Ising i tann/tenner
D19;Smerte tann/tannkjøtt
D19;Tannfrembruddssyndrom
D19;Tannkjøtt blødning/betennelse
D19;Tannpine
D19;Ising i tennene
D19;Tannfrembrudd
D19;Tannkjøttbetennelse/blødning
D20;Munn/tunge/leppe symptomer/plager
D20;Dårlig ånde
D20;Glossodyni
D20;Glossopati
D20;Hypertrofi tungepapiller
D20;Kinn- og leppebiting
D20;Lepper sprukne
D20;Lepper tørre
D20;Munntørrhet
D20;Tunge belegg
D20;Tunge furet
D20;Tunge hevelse/forstørrelse
D20;Tunge smerte
D20;Tunge svie
D20;Tunge symptomer/plager
D20;Tunge sårhet
D20;Tørrhet i munnen
D20;Belegg på tungen
D20;Halitose
D20;Hovne lepper
D20;Sår munn
D20;Sikling
D20;Sprukne lepper
D21;Svelgebesvær
D21;Dysfagi
D21;Klumpfølelse ved svelging
D21;Svelgesmerter
D23;Forstørret lever
D23;Hepatomegali med splenomegali
D23;Hepatomegali
D24;Abdominal oppfylling/kul IKA
D24;Abdominal resistens INA
D24;Mage oppfylling/kul INA
D24;Abdominal resistens
D25;Utspilt abdomen
D25;Mage utspilt
D25;Økt abdominalomfang
D25;Økt abdominalomfang uten oppfylning(er)
D26;Engstelig for kreft i fordøyelsessystemet
D27;Engstelig for sykdom i fordøyelsessystemet IKA
D28;Redusert funksjonsevne pga fordøyelsesproblem
D29;Fordøyelsessystemet symptomer/plager IKA
D29;Abdominal stramhet
D29;Ascites
D29;Dårlig fordøyelse
D29;Fordøyelsesbesvær INA
D29;Hyperperistaltikk
D29;Tanngnissing
D29;Tarmlyder fraværende
D29;Tarmlyder livlige/anstrengte
D29;Tarmlyder unormale
D29;Tanngnissing, skjære tenner
D70;Tarminfeksjon
D70;Adenovirusenteritt
D70;Amøbedysenteri
D70;Amøbeinfeksjon
D70;Botulisme
D70;Campylobacterenteritt
D70;Clostridiumenteritt
D70;Diaré infeksiøs
D70;Dysenteri basillær
D70;E. coli enteritt
D70;Gastroenteritt infeksiøs
D70;Giardiasis
D70;Infeksiøs diaré
D70;Kolera
D70;Kolitt infeksiøs
D70;Matforgiftning bakteriell
D70;Matforgiftning bakterietoksin IKA
D70;Matforgiftning botulisme
D70;Matforgiftning stafylokokker
D70;Paratyfoidfeber
D70;Rotavirusenteritt
D70;Salmonellaenteritt
D70;Salmonellainfeksjon INA
D70;Shigellose
D70;Tarminfeksjon adenovirus
D70;Tarminfeksjon amøbe
D70;Tarminfeksjon Campylobacter
D70;Tarminfeksjon Clostridium
D70;Tarminfeksjon E. Coli
D70;Tarminfeksjon giardiasis
D70;Tarminfeksjon protozoer
D70;Tarminfeksjon påvist virus
D70;Tarminfeksjon rotavirus
D70;Tarminfeksjon Salmonella
D70;Tarminfeksjon Shigella
D70;Tarminfeksjon Yersinia
D70;Tyfoidfeber
D70;Yersiniose
D70;Tarminfeksjon eller dysenteri som skyldes spesifisert bakterie, protozo eller virus
D70;Tarminfeksjon som skyldes matforgiftning med spesifisert bakterie
D71;Kusma
D71;Kusma med komplikasjoner
D71;Kusmameningitt
D71;Kusmaorkitt
D71;Kusmapankreatitt
D71;Orkitt kusma
D71;Parotitt INA
D71;Meningitt/orkitt/pankreatitt og andre komplikasjoner som skyldes kusma
D72;Virushepatitt
D72;Gulsott epidemisk
D72;Hepatitt A akutt
D72;Hepatitt B akutt
D72;Hepatitt B kronisk
D72;Hepatitt C akutt
D72;Hepatitt C kronisk
D72;Hepatitt E akutt
D72;Inokulasjonshepatitt
D72;Virushepatitt akutt INA
D72;Virushepatitt kronisk INA
D72;Enhver form for heptatitt som antatt skyldes virus
D72;akutt hepatitt B
D72;Kronisk aktiv heptatitt
D72;hepatitt B
D72;leverbetennelse
D73;Gastroenteritt antatt infeksiøs
D73;Diaré antatt infeksiøs
D73;Diaré epidemisk
D73;Dysenteri INA
D73;Enteritt antatt infeksiøs
D73;Gastroenteritt hemoragisk INA
D73;Kolitt antatt infeksiøs
D73;Matforgiftning antatt infeksiøs
D73;Omgangssyke
D73;Antatt matforgiftning
D73;Diaré/oppkast med antatt infeksiøs årsak
D74;Ondartet svulst i magesekk
D74;Ventrikkelkreft
D74;Ondartet svulst i cardia og pylorus
D75;Ondartet svulst i tykktarm/endetarm
D75;Kolonkreft
D75;Ondartet svulst anus
D75;Ondartet svulst endetarm
D75;Ondartet svulst sigmoideum/rectum
D75;Ondartet svulst tykktarm
D75;Rektumkreft
D75;Sigmoideumkreft
D76;Ondartet svulst i bukspyttkjertel
D76;Pankreaskreft
D76;Ondartet svulst i utførselsganger
D76;Pancras carsinom
D77;Ondartet svulst i fordøyelsessystemet IKA
D77;Galleblærekreft
D77;Leverkreft
D77;Ondartet svulst galleblære
D77;Ondartet svulst galleveier
D77;Ondartet svulst gane
D77;Ondartet svulst leppe
D77;Ondartet svulst lever
D77;Ondartet svulst munngulv
D77;Ondartet svulst munnhule
D77;Ondartet svulst spiserør
D77;Ondartet svulst spyttkjertel INA
D77;Ondartet svulst tannkjøtt
D77;Ondartet svulst tunge
D77;Ondartet svulst tynntarm
D77;Ondartet svulst ørespyttkjertel
D77;Tynntarmskreft
D77;Øsofaguskreft
D77;Andre primærsvulster i fordøyelsessystemet
D77;Ondartet svulst i galleveier
D77;Ondartet svulst i lever
D78;Godartet/uspesifisert svulst i fordøyelsesystemet
D78;Analpolypp
D78;Carcinoma in situ fordøyelsessyst
D78;Carcinoma in situ leppe
D78;Carcinoma in situ magesekk
D78;Carcinoma in situ munn
D78;Carcinoma in situ tykktarm
D78;Godartet svulst endetarm
D78;Godartet svulst magesekk
D78;Godartet svulst munn
D78;Godartet svulst spyttkjertel
D78;Godartet svulst svelg
D78;Godartet svulst tykktarm
D78;Insulinom
D78;Polypose tykktarm
D78;Polypp endetarm
D78;Polypp magesekk
D78;Polypp tykktarm
D78;Prolaktinom
D78;Rektalpolypp
D78;Uspesifisert svulst analkanal/anus
D78;Uspesifisert svulst endetarm
D78;Uspesifisert svulst munnhule
D78;Uspesifisert svulst tykktarm
D78;Godartet svulst i fordøyelsessystemet
D78;Polypp i endetarm
D78;Polypp i magesekk
D78;Polypp i tolvfingertarm
D78;Polypp i tykktarm
D78;Svulst i fordøyelsessystemet
D79;Fremmedlegeme i fordøyelsesystemet
D79;Fremmedlegeme endetarm
D79;Fremmedlegeme munn
D79;Fremmedlegeme spiserør
D79;Fremmedlegeme svelget
D79;Fremmedlegeme i endetarm
D79;Fremmedlegeme i munn
D79;Fremmedlegeme i spiserør
D79;Fremmedlegeme som er svelget
D80;Skade i fordøyelsessystemet IKA
D80;Brannskade munn/svelg
D80;Brudd tann
D80;Dislokasjon tann
D80;Etseskade munn/svelg
D80;Etseskade spiserør
D80;Leverskade
D80;Overflateskade leppe
D80;Overflateskade munnhule
D80;Skade leppe
D80;Skade lever
D80;Skade munn
D80;Skade tann
D80;Skade tunge
D80;Åpent sår leppe
D80;Åpent sår munnhule
D80;Medregnet tenner og tunge
D80;Skade på abdominale organer
D81;Medfødt feil i fordøyelsessystemet
D81;Atresi av spiserør INA
D81;Ganespalte
D81;Hareskår
D81;Hirschsprungs sykdom
D81;Leppe-ganespalte
D81;Leppespalte
D81;Meckels divertikkel
D81;Medfødt feil ansiktet
D81;Medfødt feil bukspyttkjertel
D81;Medfødt feil galleveier
D81;Medfødt feil leppe
D81;Medfødt feil lever
D81;Medfødt feil munn
D81;Medfødt feil spiserør
D81;Medfødt feil tarm
D81;Medfødt feil tunge
D81;Megacolon medfødt
D81;Pylorusstenose medfødt
D81;Tungebånd kort/stramt
D81;Anomali i galleveier
D81;Hirschprungs sykdom
D81;Leppe-/ganesplate
D81;Megacolon
D81;Pylorusstenose
D81;Spsierørsatresi
D81;Stramt tungebånd
D82;Tenner/tannkjøtt sykdom
D82;Abscess tann
D82;Cyste i munnen INA
D82;Cyste periodontal
D82;Dentofacial anomali
D82;Gingivitt akutt
D82;Gingivitt kronisk
D82;Karies
D82;Kjevesykdom INA
D82;Malokklusjon
D82;Periodontitt akutt
D82;Periodontitt kronisk
D82;Periodontitt
D82;Tannbelegg
D82;Tannemaljeskade INA
D82;Tannfrembrudd mangler
D82;Tannkjøttbetennelse
D82;Tannkjøttsykdom IKA
D82;Tannrotabscess
D82;Tannråte
D82;Tannsykdom IKA
D82;Tenner nedslitte
D82;Tenner/tannutvikling unormal
D82;Gingivitt
D82;tannstein
D82;retinert tann uten frembruddshinder
D82;tannattrisjon
D82;Tannabcess
D82;Temporormandibulær leddlidelse
D83;Munn/tunge/lepper sykdom
D83;Abscess spyttkjertel
D83;Aftøst sår
D83;ANUG (akutt nekrotiserende ulcerøs gingivitt)
D83;Candidainfeksjon munnhule
D83;Candidastomatitt
D83;Cheilose
D83;Geografisk tunge
D83;Gingivitt ulcerøs nekrotiserende
D83;Glossitt atrofisk
D83;Glossitt
D83;Granulom munnslimhinne
D83;Herpes gingivitt/stomatitt
D83;Keilitt
D83;Leppelesjon INA
D83;Leukoplaki munn
D83;Leukoplaki tunge
D83;Lingua geographica
D83;Median romboid glossitt
D83;Mukocele spyttkjertel
D83;Munnlesjon INA
D83;Munnskåld tilbakevendende
D83;Munntrøske
D83;Munnvikfissurer
D83;Parotitt ikke-epidemisk
D83;Ranula
D83;Sialadenitt
D83;Sialolithiasis
D83;Soppinfeksjon munnhule
D83;Spyttkjertelbetennelse
D83;Spyttkjertelsten
D83;Spyttkjertelsykdom INA
D83;Spyttsten
D83;Stomatitt aftøs
D83;Stomatitt IKA
D83;Stomatitt ulcerøs nekrotiserende
D83;Sykdom tunge IKA/INA
D83;Vincents angina
D83;Mukocele
D83;Parotitt IKA
D83;Stomatitt
D84;Spiserørssykdom
D84;Akalasi
D84;Gastroøsofageal reflukssykdom
D84;GERD (gastro-esophageal reflux disease)
D84;Kardiospasme
D84;Mallory-Weiss syndrom
D84;Refluksøsofagitt
D84;Spiserør striktur/stenose
D84;Spiserørsblødning INA
D84;Sår i spiserør
D84;Øsofagitt INA
D84;Øsofagusdivertikkel ervervet
D84;Øsofagusdyskinesi
D84;Øsofagusruptur
D84;Øsofagusspasme
D84;Øsofagussår
D84;Øsofagitt
D84;Refluks
D84;Spiserørsdivertikkel
D85;Sår i tolvfingertarm
D85;Duodenalsår
D85;Ulcus duodeni
D85;Blødnede/obstruerende/perforert sår
D86;Magesår IKA
D86;Magesår (peptisk) INA
D86;Magesår akutt blødende
D86;Magesår akutt perforert blødende
D86;Magesår akutt perforert
D86;Magesår akutt
D86;Magesår gastrojejunalt
D86;Magesår kronisk
D86;Magesår ventrikkulært
D86;Ulcus ventriculi
D86;Ventrikkelsår
D86;Zollinger-Ellisons syndrom
D86;Akutt erosjon magesekk
D86;Gastrojenunalt sår
D87;Funksjonelle plager i magesekk
D87;Akutt ventrikkeldilatasjon
D87;Duodenitt
D87;Gastritt akutt hemoragisk
D87;Gastritt akutt
D87;Gastritt alkoholisk
D87;Gastritt IKA
D87;Gastritt INA
D87;Gastritt kronisk atrofisk
D87;Gastritt kronisk overfladisk
D87;Gastritt kronisk
D87;Gastroduodenitt INA
D87;Katarr tolvfingertarmen
D87;Magekatarr
D87;Dilatasjon magesekk
D87;Gastritt
D88;Appendisitt
D88;Appendisitt kronisk
D88;Appendisitt residiverende
D88;Blindtarmsbetennelse
D88;Blindtarmsbetennelse med abscess/perforasjon
D89;Lyskebrokk
D89;Hernia inguinalis
D89;Inguinalhernie
D89;Lyskebrokk dobbeltsidig
D89;Lyskebrokk med gangren
D89;Lyskebrokk med obstruksjon
D90;Mellomgulvsbrokk
D90;Diafragmahernie
D90;Hiatushernie
D90;Diafragmabrokk
D91;Abdominalt brokk IKA
D91;Brokk abdominalt med obstruksjon IKA
D91;Femoralishernie
D91;Lårbrokk
D91;Navlebrokk
D91;Ventralt brokk
D91;Lårbrokk/navlebrokk/magebrokk
D92;Divertikkelsykdom i tarm
D92;Divertikkelsykdom tarmperforasjon
D92;Divertikulitt tarm
D92;Divertikulitt tykktarm
D92;Divertikulose tarm
D92;Divertikulitt/divertikulose i tynn- og tykktarm
D93;Irritabel tarm-syndrom
D93;Colon irritabile
D93;Irritabel colon
D93;Irritabel tarm-syndrom med diaré
D93;Spastisk colon
D93;Spastisk tykktarm
D94;Kronisk enteritt/ulcerøs kolitt
D94;Crohns sykdom i tykktarm og tynntarm
D94;Crohns sykdom i tykktarm
D94;Crohns sykdom i tynntarm
D94;Crohns sykdom INA
D94;Enteritt etter bestråling
D94;Enteritt ulcerøs
D94;IBD (inflammatory bowel disease)
D94;Regional enteritt
D94;Ulcerøs kolitt
D94;Ulcerøs proktitt
D94;Crohns sykdom
D95;Analfissur/perianal abscess
D95;Abscess anal
D95;Abscess anorektal
D95;Abscess ischiorektal
D95;Abscess perianal
D95;Abscess rektal
D95;Anal fistel
D95;Analfissur akutt
D95;Analfissur kronisk
D95;Analfissur
D95;Anorektal fistel
D95;Fissur endetarm
D95;Fistel endetarm
D95;Rektal fistel
D95;Ischiorektal abscess
D96;Orme-/parasittsykdom
D96;Askariasis
D96;Barnemark
D96;Bendelorm INA
D96;Blæreorm
D96;Cysticerkose
D96;Diphyllobothriasis
D96;Dracunculiasis
D96;Ekinokokkose
D96;Elefantsyke
D96;Filariasis
D96;Hakeorm
D96;Hymenolepiasis
D96;Ikteinfeksjon
D96;Onkocerkiasis
D96;Ormesykdom i tarm INA
D96;Oxyuriasis
D96;Parasittsykdom i tarm INA
D96;Piskeorm
D96;Spolorm
D96;Strongyloidiasis
D96;Taeniasis
D96;Trikinose
D96;Trikuriasis
D96;Bendelorm
D96;Intestinale parasitter IKA
D97;Leversykdom IKA
D97;Abscess lever
D97;Cirrhose alkoholisk
D97;Cirrhose ikke-alkoholisk
D97;Cirrhose INA
D97;Fettlever alkoholisk
D97;Fettlever IKA
D97;Følgetilstand etter virushepatitt
